F9-103;103;19 December 2020 14:00:00;F9 B5 B1059.5;Kennedy , LC‑39A;NROL-108;Classified;LEO;NRO;Success;Success (ground pad);The planned launch was not known by the public until FCC filings appeared in late September followed by confirmation from the NRO on 5 October 2020, likely a relatively light payload that allows the return of the booster to the launch site.;
F9-104;104;8 January 2021 02:15;F9 B5 B1060.4;Cape Canaveral , SLC‑40;Türksat 5A;3,500 kg (7,700 lb);GTO;Türksat;Success;Success (drone ship);A 3,500 kg (7,700 lb) satellite intended to be stationed at 31.0° east. This is the most powerful satellite in Türksat's fleet and will provide Ku-band television broadcast services over Turkey , the Middle East , Europe and Africa . The satellite was injected in to a Super-synchronous transfer orbit of 280 km × 55,000 km (170 mi × 34,180 mi) with 17.6° inclination .;
F9-105;105;20 January 2021 13:02:22;F9 B5 B1051.8;Kennedy , LC‑39A;Starlink 16 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);The first booster to successfully launch and land eight times. Achieved a record turnaround time between two launches of the same booster of only 38 days and brought the total of launched Starlink satellites to over 1000. SpaceX stated that the landing would occur during higher winds than usual; this test to expand the landing envelope was successfully passed by the booster.;
F9-106;106;24 January 2021 15:00;F9 B5 B1058.5;Cape Canaveral , SLC‑40;Transporter-1 (143 payload smallsat rideshare);~5,000 kg (11,000 lb);SSO;Various;Success;Success (drone ship);First dedicated smallsat rideshare launch arranged by SpaceX, targeting a 525 km (326 mi)  altitude orbit. The launch deployed a record 143 satellites, consisting of 120 CubeSats , 11 microsatellites , 10 Starlinks , and 2 transfer stages. In addition, 2 hosted payloads and 1 non-separating dummy satellite were launched. These include SpaceBEE (x 36), Lemur-2 (x 8), ICEYE (x 3), UVSQ-SAT,  ELaNa 35 ( PTD-1 ), and Kepler nanosats (x 8). D-Orbit ION Satellite Carrier and 10 Starlink satellites made for testing optical laser inter-satellite links placed in a polar orbit and 2 of 15 payloads remained attached to SHERPA-FX1 . Exolaunch deployed several small satellites and cubesats via their own deployment mechanisms. First flight of a Falcon 9 with a SHERPA-FX transfer stage called SHERPA-FX1.;
F9-107;107;4 February 2021 06:19;F9 B5 B1060.5;Cape Canaveral , SLC‑40;Starlink 18 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);This set a new booster turnaround record, at 27 days, and it was the first time a Falcon 9 flew twice within a month.;
F9-108;108;16 February 2021 03:59:37;F9 B5 B1059.6;Cape Canaveral , SLC‑40;Starlink 19 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Failure  (drone ship);A hole in a heat-shielding engine cover, which likely developed through fatigue, allowed recirculating hot exhaust gases to damage one of the  Merlin 1D first-stage engines, causing it to shut down early during ascent. Engine-out capability of the Falcon 9 allowed the mission to continue and successfully deploy the 60 Starlink satellites to orbit. The issue caused the booster to fail its landing attempt and miss the droneship Of Course I Still Love You (OCISLY) after its entry burn, breaking the longest streak of 24 landing successes (since surpassed). During this mission, GO Ms. Tree and GO Ms. Chief were used for the last time to recover the fairings; SpaceX retired the fairing catching program in favor of fairing fishing. Both fairing catching ships were retired from SpaceX use.;
F9-109;109;4 March 2021 08:24:54;F9 B5 B1049.8;Kennedy , LC‑39A;Starlink 17 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Launch had previously been postponed multiple times, causing the payload Starlink L17 to launch after the L18 and L19 missions. Featured for the first time, a fairing which was flying on its fourth flight. The second-stage deorbit burn failed, causing an uncontrolled reentry on 26 March 2021, over the west coast of the United States.;
F9-110;110;11 March 2021 08:13:29;F9 B5 B1058.6;Cape Canaveral , SLC‑40;Starlink 20 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Twentieth operational launch of Starlink satellites, bringing the total to 1,265 (including prototypes) launched Starlink satellites.;
F9-111;111;14 March 2021 10:01:26;F9 B5 B1051.9;Kennedy , LC‑39A;Starlink 21 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);First time a first-stage booster flew and landed for the ninth time. This flight also marked the fastest turnaround time for a fairing half, at 49 days. Both fairing halves previously flew on the  Transporter-1 mission.;
F9-112;112;24 March 2021 08:28:24;F9 B5 B1060.6;Cape Canaveral , SLC‑40;Starlink 22 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Fairing "wet recovery" achieved by contracted recovery vessel  Shelia Bordelon for the first time. Both fairing halves were retrieved from the water.;
F9-113;113;7 April 2021 16:34:18;F9 B5 B1058.7;Cape Canaveral , SLC‑40;Starlink 23 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);23rd operational launch of Starlink satellites, bringing the total to 1,385 launched  Starlink satellites (including prototype). This launch featured the second fastest booster turnaround time at 27 days and 8 hours (after Starlink 18 with B1060.5, which was 4 hours faster).;
F9-114;114;23 April 2021 09:49:02;F9 B5 B1061.2;Kennedy , LC‑39A;Crew-2 ( Crew Dragon C206.2 Endeavour );~13,000 kg (29,000 lb);LEO ( ISS );NASA ( CTS );Success;Success (drone ship);Second operational flight of Crew Dragon for Commercial Crew Program. Transported NASA astronauts  Shane Kimbrough and Megan McArthur , JAXA Astronaut Akihiko Hoshide and ESA astronaut Thomas Pesquet to the ISS. The four astronauts will spend 6 months aboard the ISS. Beginning with the Crew-2 mission, NASA has modified the contract to allow NASA astronauts to use flight-proven Dragon capsules and booster. Thus SpaceX reflew the Dragon used on Demo-2 and used Booster B1061-2 which had been used to launch Crew-1 in November 2020.;
F9-115;115;29 April 2021 03:44:30;F9 B5 B1060.7;Cape Canaveral , SLC‑40;Starlink 24 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);24th operational launch of Starlink satellites, bringing the total to 1,434 Starlink satellites still in orbit. This launch also paid tribute to  Apollo 11 crew Michael Collins , who died hours before the launch.;
F9-116;116;4 May 2021 19:01:07;F9 B5 B1049.9;Kennedy , LC‑39A;Starlink 25 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);25th operational launch of Starlink satellites, bringing the total to 1,494 Starlink satellites still in orbit, second time a booster flew for the ninth time.;
F9-117;117;9 May 2021 06:42:45;F9 B5 B1051.10;Cape Canaveral , SLC‑40;Starlink 27 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);This was the first time a booster flew 10 times. Brought the total number of operational Starlink satellites in the first shell to approximately 1516 out of a planned 1584.;
F9-118;118;15 May 2021 22:56;F9 B5 B1058.8;Kennedy , LC‑39A;Starlink 26 v1.0 (52 Satellites)  Capella -6 & Tyvak -0130;~14,000 kg (31,000 lb);LEO;SpaceX  Capella Space and Tyvak;Success;Success (drone ship);Rideshare launch with a targeted orbit at 569x582, significantly higher than typical Starlink launches, to allow for needs of the rideshare payloads. Fairing "wet recovery" done by contracted recovery vessel Shelia Bordelon for the last time.;
F9-119;119;26 May 2021 18:59:35;F9 B5 B1063.2;Cape Canaveral , SLC‑40;Starlink 28 v1.0 (60 Satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Will likely complete the first shell of the Starlink network located at 550 km altitude and containing 1584 satellites. It was 40th launch a fairing was reused, with one half being used for the 5th time (first fairing to do so) and the other for a 3rd time. This launch marks SpaceX's 100th successful launch in a row without in-flight failure since December 2015.;
F9-120;120;3 June 2021 17:29:17;F9 B5  B1067.1;Kennedy , LC‑39A;SpaceX CRS-22 ( Dragon C209.1 );3,328 kg (7,337 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (drone ship);Second of a minimum of six new cargo missions under the  CRS-2 contract , which NASA awarded SpaceX in 2015. Mission was flown with an uncrewed Dragon 2 capsule, which carried solar panels, catalytic reactor for the station's life support system, an emergency air supply system, Kurs remote control unit, and a Potable Water Dispense (PWD) filter. Also carried were the RamSat cubesat as payload for ELaNa 36 , the SOAR cubesat for the University of Manchester and the first Mauritian satellite MIR-SAT1 to be launched from the station later. This was the last mission the Of Course I Still Love You droneship supported on the east coast, since SpaceX began launching Starlink satellites from the West Coast starting in July, which requires a droneship landing. OCISLY was replaced by A Shortfall Of Gravitas droneship later that summer.;
F9-121;121;6 June 2021 04:26;F9 B5 B1061.3;Cape Canaveral , SLC‑40;SXM-8;7,000 kg (15,000 lb);GTO;Sirius XM;Success;Success (drone ship);A large, high-power broadcasting satellite for SiriusXM's digital audio radio service (DARS) contracted together with SXM-7 to replace the aging XM-4 satellite and allow broadcast to radios without the need for large dish-type antennas on the ground.;
F9-122;122;17 June 2021 16:09:35;F9 B5 B1062.2;Cape Canaveral , SLC‑40;USA-319 / GPS III - 05 ( Neil Armstrong );4,331 kg (9,548 lb);MEO;USSF;Success;Success (drone ship);Manufacturing contract awarded February 2013. In March 2018, the Air Force announced it had awarded the launch contract for three GPS satellites to SpaceX. This is the first reused booster launch for a ' national security ' mission. Fairing "wet recovery" was attempted by contracted recovery vessel Hos Briarwood for the first time. Both fairing halves were retrieved from water.;
F9-123;123;30 June 2021 19:31;F9 B5 B1060.8;Cape Canaveral , SLC‑40;Transporter-2 (88 payload smallsat rideshare);Unknown;SSO;Various;Success;Success (ground pad);A total of 88 payloads including prototype  Starlink v1.5 satellites made for testing optical laser inter-satellite links (3x), Polar Vigilance (4x), Exolaunch YAM-2 & 3, Satellogic , Capella-5 HawkEye Cluster 3 (multiple sats), Spaceflight Industries (multiple sats including on two space tugs Sherpa-FX2 Sherpa-LTE1 ). LINCS 1 and 2 were reported to be tumbling uncontrolled due to "an issue with the launch vehicle".;
F9-124;124;29 August 2021 07:14:49;F9 B5 B1061.4;Kennedy , LC‑39A;SpaceX CRS-23 ( Dragon C208.2 );~2,200 kg (4,900 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (drone ship);Third of six new cargo missions NASA awarded in 2015 to SpaceX under the  CRS-2 contract to be flown after the initial 20 missions of phase 1 were completed in 2020. Includes FBCE, SoFIE. First time a booster landed on SpaceX's fourth droneship, A Shortfall Of Gravitas (ASOG), marking the first use when SpaceX has three droneships in operation.;
F9-125;125;14 September 2021 03:55:50;F9 B5 B1049.10;Vandenberg , SLC‑4E;Starlink Group 2-1 ( v1.5 L1 , 51 satellites);~13,260 kg (29,230 lb);LEO;SpaceX;Success;Success (drone ship);First launch of Starlink satellites from  Vandenberg Space Force Base , and first West coast launch in 10 months. The 70-degree inclination launch is the first Starlink launch into a high-inclination, non- SSO orbit. The satellites were the upgraded and operational 1.5 version that featured "laser inter-satellite links, which are needed for high latitudes & mid ocean coverage". It was the second booster to make a tenth flight and landing.;
F9-126;126;16 September 2021 00:02:56;F9 B5 B1062.3;Kennedy , LC‑39A;Inspiration4 ( Crew Dragon C207.2 Resilience );~12,519 kg (27,600 lb);LEO;Jared Isaacman;Success;Success (drone ship);SpaceX signed in February 2021, its first all-civilian flight for a crewed spacecraft with  Jared Isaacman (Leadership), founder and CEO of Shift4 Payments, who commands and pilots the mission, and who donated the three other seats in the Crew Dragon vehicle's launch to LEO. The first of these three seats (Generosity) was won by Christopher Sembroski in a lottery, who donated to St. Jude Children's Research Hospital , the second seat (Hope) was awarded to Hayley Arceneaux , an ambassador associated with that hospital, and the third seat (Prosperity) was awarded to Sian Proctor , the winner of a contest between entrepreneurs who use Shift4Shop. The seats were awarded on 30 March 2021. The mission reached a circular orbit of about 585 km and lasted about three days. The docking adapter of Crew Dragon Resilience was replaced by a dome window.;
F9-127;127;11 November 2021 02:03:31;F9 B5 B1067.2;Kennedy , LC‑39A;Crew-3 ( Crew Dragon C210.1 Endurance );~13,000 kg (29,000 lb);LEO ( ISS );NASA ( CTS );Success;Success (drone ship);SpaceX's third operational Crew Dragon flight carried NASA astronauts  Thomas Marshburn , Kayla Barron and Raja Chari as well as German ESA astronaut Matthias Maurer . It also carried up to 100 kg (220 lb) of cargo to the ISS.;
F9-128;128;13 November 2021 12:19;F9 B5 B1058.9;Cape Canaveral , SLC‑40;Starlink Group 4-1 (53 satellites);~15,635 kg (34,469 lb);LEO;SpaceX;Success;Success (drone ship);First East Coast Starlink launch after the v1.0 L28 launch which completed the first shell of the Starlink network located at 540 km altitude. Fairing "wet recovery" was attempted by SpaceX multipurpose ship, Bob for the first time, and both fairing halves were retrieved from water.;
F9-129;129;24 November 2021 06:21;F9 B5 B1063.3;Vandenberg , SLC‑4E;Double Asteroid Redirection Test (DART);624 kg (1,376 lb);Heliocentric;NASA (LSP);Success;Success (drone ship);Dart mission will measure the kinetic effects of crashing an impactor into the surface of the moon of  65803 Didymos asteroid. It is the first mission aiming to demonstrate asteroid redirect capability and the first NASA scientific mission using a previously flown booster. The launch contract was awarded to SpaceX for $69 million.;
F9-130;130;2 December 2021 23:12;F9 B5 B1060.9;Cape Canaveral , SLC‑40;Starlink Group 4-3 (48 satellites) SXRS-2: BlackSky Global (2 sats);~14,500 kg (32,000 lb);LEO;SpaceX Spaceflight, Inc. (BlackSky Global);Success;Success (drone ship);This mission carried 48 Starlink satellites and two BlackSky Gen-2 satellites (numbered 12 and 13) as rideshare payloads. The BlackSky satellites were released prior to the Starlink deployment, to a 435x425 km orbit at 53.2° inclination.;
F9-131;131;9 December 2021 06:00;F9 B5 B1061.5;Kennedy , LC‑39A;Imaging X-ray Polarimetry Explorer (IXPE);325 kg (717 lb);LEO;NASA (LSP);Success;Success (drone ship);SMEX 14 mission with three identical NASA telescopes on a single spacecraft, designed to measure X-rays. The launch contract was awarded to SpaceX for US$50.3 million, and is the smallest dedicated payload ever launched by Falcon 9 launch vehicle. However, the required exact equatorial orbit required an orbital plane change that meant an approximately 30% of Falcon 9's maximum theoretical performance for such an orbital profile (1.5-2 tons).;
F9-132;132;18 December 2021 12:41;F9 B5 B1051.11;Vandenberg , SLC‑4E;Starlink Group 4-4 (52 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);First West coast and third overall 53.2-degree inclination Starlink launch. First time a Falcon 9 first stage booster flew for an eleventh time.;
F9-133;133;19 December 2021 03:58;F9 B5 B1067.3;Cape Canaveral , SLC‑40;Türksat 5B;4,500 kg (9,900 lb);GTO;Türksat;Success;Success (drone ship);The first GTO satellite partially built in Turkey, the 4,500 kg (9,900 lb) satellite is intended to be placed at 42.0° east. By launching at the opening of the Turksat-5B window, SpaceX set a new record for the shortest time between two Falcon 9 launches at 15 hours and 17 minutes. The previous record time was 44 hours and 17 minutes, set between the Starlink Group 2-1 and Inspiration4 missions.;
F9-134;134;21 December 2021 10:06;F9 B5  B1069.1;Kennedy , LC‑39A;SpaceX CRS-24 ( Dragon C209.2 );2,989 kg (6,590 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (drone ship);Fourth of six new cargo missions NASA awarded in 2015 to SpaceX under the  CRS-2 contract to be flown after the initial 20 missions of phase 1 were completed in 2020. First time SpaceX launched 5 rockets within the same calendar month. The ELaNa 38 mission, consisting of 4 cubesats, launched on this flight. SpaceX achieved the feat of 100 successful orbital rocket booster landings in this mission, coinciding with the 6th anniversary of its first booster landing. The rough seas led to the Octograbber robot not being able to secure the booster to the deck, leading to both the booster, droneship and the Octagrabber robot being heavily damaged in transit.;
F9-135;135;6 January 2022 21:49;F9 B5 B1062.4;Kennedy , LC‑39A;Starlink Group 4-5 (49 satellites);~14,500 kg (32,000 lb);LEO;SpaceX;Success;Success (drone ship);After the weather-related damage to the landed booster in the previous launch, SpaceX changed the Starlink launch trajectory from Northeast to Southeast intending to increase odds of good booster and fairing recovery conditions in the winter months, on a course just North of the Bahamas via a plane change maneuver to line up with the proper orbital plane for the Starlink satellites. This was the first rocket launch of 2022.;
F9-136;136;13 January 2022 15:25:38;F9 B5 B1058.10;Cape Canaveral , SLC‑40;Transporter-3 (105 payload smallsat rideshare);Unknown;SSO;Various;Success;Success (ground pad);Dedicated SmallSat Rideshare mission to Sun-synchronous orbit. A total of 105 payloads including:  Planet Labs SuperDoves (×44), and some of the customer payloads on SpaceFlight's SXRS-6 mission. In addition, four secret satellites, likely test or operational satellites built by SpaceX based on the Starshield bus (based on Starlink Block v1.5 or v2.0 technology), were also deployed for the US army. Their purpose has not been revealed, but is likely either technical demonstration, communications, earth observation or signals intelligence. In 2020, SpaceX had won a US$149 million contract for developing and launching missile tracking satellites based on the Starlink architecture.;
F9-137;137;19 January 2022 02:02:40;F9 B5 B1060.10;Kennedy , LC‑39A;Starlink Group 4-6 (49 satellites);~14,500 kg (32,000 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°. Second Starlink launch where SpaceX has significantly customized a Starlink launch trajectory to optimize for booster recovery after Starlink Group 4–5.;
F9-138;138;31 January 2022 23:11;F9 B5 B1052.3;Cape Canaveral , SLC‑40;CSG-2;2,205 kg (4,861 lb);SSO;ASI;Success;Success (ground pad);Second  COSMO-SkyMed 2nd-generation satellite. Originally scheduled to launch in 2021, on an Arianespace Vega-C launch vehicle, resulting delays caused by the pandemic and two Vega launch failures led to ASI purchasing a Falcon 9 launch contract in September 2021, for the 2.2-ton satellite. First launch of a converted Falcon 9 that was previously used as a FH side booster.;
F9-139;139;2 February 2022 20:27;F9 B5  B1071.1;Vandenberg , SLC‑4E;NROL-87;Classified;SSO;NRO;Success;Success (ground pad);Classified payload. The contract requirements for this launch called for a 512 km  Sun-synchronous orbit at 97.4° inclination.;
F9-140;140;3 February 2022 18:13;F9 B5 B1061.6;Kennedy , LC‑39A;Starlink Group 4-7 (49 satellites);~14,500 kg (32,000 lb);LEO;SpaceX;Success;Success (drone ship);A fairing half on this mission was flown and recovered for a record 6th time. A  G2-rated  geomagnetic storm on 4 February significantly increased the atmospheric density at the initial deployment orbit, resulting in 38 satellites reentering over the following eight days.;
F9-141;141;21 February 2022 14:44;F9 B5 B1058.11;Cape Canaveral , SLC‑40;Starlink Group 4-8 (46 satellites);~13,600 kg (30,000 lb);LEO;SpaceX;Success;Success (drone ship);Mission was the first Group 4 mission to feature 2 upper stage burns like v1.0 Starlink launches, with deployment of the 46 satellites approximately 1 hour after lift-off into a higher circular orbit. This is aimed at reducing the risk of high drag that caused  38 of the Group 4-7 satellites to fail reaching their intended orbits, and instead, reenter shortly after launch.;
F9-142;142;25 February 2022 17:12;F9 B5 B1063.4;Vandenberg , SLC‑4E;Starlink Group 4-11 (50 satellites);~14,750 kg (32,520 lb);LEO;SpaceX;Success;Success (drone ship);A West Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°.;
F9-143;143;3 March 2022 14:25;F9 B5 B1060.11;Kennedy , LC‑39A;Starlink Group 4-9 (47 satellites);~13,900 kg (30,600 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°. First time one of SpaceX multipurpose ships, Bob, retrieved both fairing halves and towed the droneship and the Falcon booster on its return journey to Port Canaveral.;
F9-144;144;9 March 2022 13:45;F9 B5 B1052.4;Cape Canaveral , SLC‑40;Starlink Group 4-10 (48 satellites);~14,160 kg (31,220 lb);LEO;SpaceX;Success;Success (drone ship);This was the 40th Starlink launch. Starlink 3680 (or Starlink 2022-025P) launched in this stack has maneuvered and moved to Shell 1 of starlink satellites. Possibly some other satellites in this stack will also joining the Shell 1 starlinks in near future.;
F9-145;145;19 March 2022 04:42;F9 B5 B1051.12;Cape Canaveral , SLC‑40;Starlink Group 4-12 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);First time a Falcon 9 first-stage booster flew and landed for the twelfth time. This was, at the time, the heaviest Falcon 9 payload to LEO enabled by optimizations to the launch setup and flight profile, this record was clearly beaten in August 2022.;
F9-146;146;1 April 2022 16:24;F9 B5 B1061.7;Cape Canaveral , SLC‑40;Transporter-4 (40 payload smallsat rideshare);Unknown;SSO;Various;Success;Success (drone ship);Dedicated SmallSat Rideshare mission to Sun-synchronous orbit. The heaviest payload aboard was  Environmental Mapping and Analysis Program (EnMAP) German satellite. Other payloads included D-Orbit ION, Hawk-6A/6B/6C, CNCE (2), Heron Mk II, GNOMES-3, Kilimanjaro-1.;
F9-147;147;8 April 2022 15:17:11;F9 B5 B1062.5;Kennedy , LC‑39A;Axiom-1 ( Crew Dragon C206.3 Endeavour );~13,000 kg (29,000 lb);LEO ( ISS );Axiom Space;Success;Success (drone ship);Announced in March 2020, the flight is the first fully private flight to the ISS. Crew Dragon is commanded by Axiom professional astronaut  Michael López-Alegría .  Larry Connor is the pilot, and Mark Pathy and Eytan Stibbe are mission specialists.;
F9-148;148;17 April 2022 13:13:12;F9 B5 B1071.2;Vandenberg , SLC‑4E;NROL-85 (Intruder 13A [NOSS-3 9A] and Intruder 13B [(NOSS-3 9B]);Classified;LEO;NRO;Success;Success (ground pad);Classified mission awarded to SpaceX in February 2019. The contract requirements for this launch called for a 1220 km × 1024 km orbit at 63.5° inclination, which corresponds to a Naval Reconnaissance (Intruder) mission. With only a year before the launch, the launch site was switched from Florida to California at no extra cost in exchange for reusing a previously flown booster.;
F9-149;149;21 April 2022 17:51;F9 B5 B1060.12;Cape Canaveral , SLC‑40;Starlink Group 4-14 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°.;
F9-150;150;27 April 2022 07:52;F9 B5 B1067.4;Kennedy , LC‑39A;Crew-4 ( Crew Dragon C212.1 Freedom );~13,000 kg (29,000 lb);LEO ( ISS );NASA ( CTS );Success;Success (drone ship);Fourth  Crew Dragon CCP mission. Carried four astronauts and 100 kg (220 lb) of cargo to the ISS and function as a lifeboat to evacuate astronauts from ISS in case of an emergency. NASA's Kjell Lindgren , Bob Hines , and Jessica Watkins as well as ESA's Samantha Cristoforetti assigned to fly this mission.;
F9-151;151;29 April 2022 21:27;F9 B5 B1062.6;Cape Canaveral , SLC‑40;Starlink Group 4-16 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°. This mission set four SpaceX turnaround records: Booster turnaround at 21 days (previously 27 days), pad turnaround at 8 days, Just Read the Instructions departed just 19 hours after arriving, and it was the first time there were 6 launches in a single calendar month.;
F9-152;152;6 May 2022 09:46;F9 B5 B1058.12;Kennedy , LC‑39A;Starlink Group 4-17 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°.;
F9-153;153;13 May 2022 22:07;F9 B5 B1063.5;Vandenberg , SLC‑4E;Starlink Group 4-13 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);A West Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°.;
F9-154;154;14 May 2022 20:40;F9 B5  B1073.1;Cape Canaveral , SLC‑40;Starlink Group 4-15 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°. First Starlink launch on a new first-stage booster.;
F9-155;155;18 May 2022 10:59;F9 B5 B1052.5;Kennedy , LC‑39A;Starlink Group 4-18 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°.;
F9-156;156;25 May 2022 18:35;F9 B5 B1061.8;Cape Canaveral , SLC‑40;Transporter-5 (59 payload smallsat rideshare);Unknown;SSO;Various;Success;Success (ground pad);Dedicated SmallSat Rideshare mission launching 59 satellites to Sun-synchronous orbit. Mission included 3 different payload dispensers by Momentus ( Vigoride space tug), Spaceflight, and D-Orbit, and payloads from 11 countries by Exolaunch.;
F9-157;157;8 June 2022 21:03;F9 B5 B1062.7;Cape Canaveral , SLC‑40;Nilesat-301;~4,100 kg (9,000 lb);GTO;Nilesat;Success;Success (drone ship);Built by  Thales Alenia Space , the Egyptian satellite will be stationed at 7.0° west. SpaceX successfully executed the furthest downrange landing of a Falcon 9 booster on this mission by landing 687 km (427 mi) away from the launch site.;
F9-158;158;17 June 2022 16:09;F9 B5 B1060.13;Kennedy , LC‑39A;Starlink Group 4-19 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°. This mission marked SpaceX's 100th reuse of a booster, 50th consecutive landing, 1st booster to fly for a 13th time, and 50th SpaceX launch from LC-39A.;
F9-159;159;18 June 2022 14:19;F9 B5 B1071.3;Vandenberg , SLC‑4E;SARah 1;~4,000 kg (8,800 lb);SSO;German Intelligence Service;Success;Success (ground pad);Airbus -built phased-array-antenna satellite intended to upgrade the German SAR-Lupe surveillance satellites.;
F9-160;160;19 June 2022 04:27;F9 B5 B1061.9;Cape Canaveral , SLC‑40;Globalstar-2 M087 (FM15) USA 328-331;~700 kg (1,500 lb) (excluding secret payloads);LEO;Globalstar Unknown US Government Agency;Success;Success (drone ship);Mission launched the first  Globalstar satellite since 2013, a spare satellite that was still waiting on ground for its launch. The mission was not known by the public until early June, when a FCC filing appeared. The low mass of the satellite, together with the lack of return to the launch site and the use of an unconventional payload dispenser, led to speculations about there being a second, undisclosed governmental payload. After launch, four USA designated satellites were cataloged, confirming the presence of four secret US Government payloads that were released between second-stage cutoff 1 and second-stage startup 2. Likely the satellites were test or operational satellites built by SpaceX based on the Starshield bus (based on Starlink Block v1.5 or v2.0 technology), based on the deployment structure seen in the launch video. Their purpose has not been revealed, but is likely either technical demonstration, communications, earth observation or signals intelligence. SpaceX set a new record for the shortest time between two Falcon 9 launches at 14 hours and 8 minutes. The previous record time was 15 hours and 17 minutes, set between the Starlink Group 4-4 and Türksat 5B missions.;
F9-161;161;29 June 2022 21:04;F9 B5 B1073.2;Cape Canaveral , SLC‑40;SES-22;~3,500 kg (7,700 lb);GTO;SES;Success;Success (drone ship);Following the award for the launch of SES-18 and SES-19, SpaceX was awarded another launch contract for SES-22. Built by  Thales Alenia Space , the C-band -only satellite will be stationed at 135° west and is expected to start operations by early August 2022.;
F9-162;162;7 July 2022 13:11;F9 B5 B1058.13;Cape Canaveral , SLC‑40;Starlink Group 4-21 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 53.2° inclination orbit at 540 km altitude.;
F9-163;163;11 July 2022 01:39;F9 B5 B1063.6;Vandenberg , SLC‑4E;Starlink Group 3-1 (46 satellites);~14,100 kg (31,100 lb);SSO;SpaceX;Success;Success (drone ship);A West Coast Starlink network launch to a 97.6° inclination orbit at 560 km altitude, first launch of group 3.;
F9-164;164;15 July 2022 00:44:22;F9 B5 B1067.5;Kennedy , LC‑39A;SpaceX CRS-25 ( Dragon C208.3 );2,668 kg (5,881 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (drone ship);Fifth of the six ISS cargo missions awarded in 2015 under the  CRS-2 contract , and carried Earth Surface Mineral Dust Source Investigation (EMIT) external payload.;
F9-165;165;17 July 2022 14:20;F9 B5 B1051.13;Cape Canaveral , SLC‑40;Starlink Group 4-22 (53 satellites);~16,250 kg (35,830 lb);LEO;SpaceX;Success;Success (drone ship);An East Coast Starlink network launch to a 540 km circular orbit at an inclination of 53.2°. It was the first time SpaceX launched an 8th rocket within 30 days.;
F9-166;166;22 July 2022 17:39;F9 B5 B1071.4;Vandenberg , SLC‑4E;Starlink Group 3-2 (46 satellites);~14,100 kg (31,100 lb);SSO;SpaceX;Success;Success (drone ship);A West Coast Starlink network launch to a 560 km  Sun-synchronous orbit at an inclination of 97.6°.;
